Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Age,CIBIL_Score,Loan_Status
Female,Yes,0,Not Graduate,No,73294,272681,180,1.0,Semiurban,37,853,1
Male,Yes,1,Graduate,Yes,81066,382837,180,1.0,Urban,33,898,1
Male,Yes,0,Graduate,No,36302,359963,120,1.0,Rural,58,440,0
Female,No,3+,Not Graduate,No,58118,460285,120,1.0,Semiurban,24,736,0
Female,No,0,Graduate,Yes,93057,397642,120,1.0,Urban,23,824,1
Male,Yes,2,Not Graduate,No,53184,329963,300,1.0,Semiurban,43,800,0
Male,No,3+,Graduate,Yes,80252,463671,120,1.0,Semiurban,37,601,0
Male,Yes,2,Not Graduate,No,62427,96072,240,1.0,Urban,52,404,0
Female,Yes,0,Graduate,No,72620,393447,360,1.0,Semiurban,22,577,0
Male,No,1,Graduate,No,70120,226527,300,1.0,Rural,37,765,1
Female,Yes,2,Graduate,Yes,72075,244935,240,1.0,Rural,26,671,1
Male,No,3+,Graduate,Yes,82350,401753,120,1.0,Urban,22,532,0
Male,No,1,Graduate,No,92348,173122,240,1.0,Semiurban,39,429,0
Female,Yes,1,Graduate,Yes,43653,447634,360,1.0,Semiurban,49,691,0
Female,Yes,3+,Graduate,No,94264,274946,180,1.0,Rural,27,557,0
Female,No,3+,Not Graduate,No,70228,207050,360,1.0,Rural,53,583,0
Female,No,1,Not Graduate,No,67650,197680,300,1.0,Semiurban,41,863,1
Female,No,0,Not Graduate,No,46218,239414,180,1.0,Urban,39,305,0
Female,Yes,2,Graduate,Yes,53333,474244,120,1.0,Semiurban,56,442,0
Female,Yes,3+,Not Graduate,No,72130,96189,120,1.0,Urban,33,851,1
Male,No,3+,Not Graduate,Yes,49098,278584,180,1.0,Rural,28,852,0
Male,No,1,Graduate,No,42982,425752,180,1.0,Rural,51,481,0
Female,Yes,0,Not Graduate,No,85526,262425,300,1.0,Rural,25,896,1
Male,No,2,Not Graduate,No,53234,304708,240,0.0,Semiurban,55,426,0
Female,No,3+,Graduate,Yes,71568,206688,240,1.0,Rural,53,331,0
Female,Yes,3+,Graduate,No,22495,111295,300,1.0,Semiurban,59,484,0
Male,Yes,0,Graduate,No,26181,337733,300,1.0,Semiurban,38,618,0
Female,No,1,Graduate,No,87853,463979,300,1.0,Rural,45,303,0
Male,No,1,Not Graduate,No,31374,284023,360,0.0,Urban,55,403,0
Female,Yes,0,Not Graduate,No,83664,244416,180,0.0,Rural,26,774,0
Male,Yes,3+,Not Graduate,No,92014,108072,360,1.0,Rural,32,673,1
Male,No,0,Graduate,No,58511,475128,240,1.0,Semiurban,39,663,0
Female,Yes,2,Graduate,No,90759,441143,120,1.0,Urban,45,893,1
Female,No,3+,Not Graduate,No,54178,455878,120,1.0,Rural,47,437,0
Male,No,2,Graduate,Yes,96146,211555,120,1.0,Urban,57,838,1
Female,No,3+,Not Graduate,Yes,38969,331384,360,1.0,Rural,40,513,0
Female,Yes,1,Not Graduate,Yes,54228,244660,120,1.0,Rural,27,854,1
Male,Yes,3+,Graduate,No,51113,155593,360,1.0,Semiurban,28,769,1
Female,Yes,1,Not Graduate,No,82724,142550,300,1.0,Semiurban,52,428,0
Female,No,0,Graduate,Yes,23497,222733,240,1.0,Urban,38,425,0
Male,Yes,1,Graduate,Yes,86258,299029,360,1.0,Semiurban,45,625,0
Female,Yes,1,Graduate,No,21874,104900,360,1.0,Urban,42,601,0
Female,Yes,2,Graduate,Yes,45255,365924,360,1.0,Rural,52,440,0
Female,Yes,1,Graduate,Yes,67685,255994,240,1.0,Semiurban,29,456,0
Female,Yes,1,Not Graduate,Yes,31627,446524,180,1.0,Urban,27,839,0
Female,No,1,Not Graduate,No,59209,175456,120,1.0,Rural,49,752,1
Male,No,1,Graduate,Yes,99762,73223,360,1.0,Urban,37,414,0
Female,Yes,2,Not Graduate,Yes,85856,190424,360,1.0,Semiurban,52,735,1
Male,Yes,1,Not Graduate,No,22417,487999,240,1.0,Urban,26,392,0
Female,Yes,3+,Graduate,Yes,67340,194898,120,1.0,Urban,31,567,0
Male,No,1,Graduate,Yes,67786,366717,360,0.0,Urban,58,307,0
Male,Yes,3+,Graduate,No,25457,429481,180,1.0,Urban,53,689,0
Male,No,1,Not Graduate,No,72016,177934,240,1.0,Rural,23,409,0
Female,Yes,0,Not Graduate,Yes,61680,339168,300,1.0,Rural,52,441,0
Male,Yes,0,Graduate,Yes,74543,142013,120,1.0,Rural,23,413,0
Male,No,3+,Not Graduate,Yes,43800,212992,120,1.0,Rural,25,410,0
Female,No,3+,Graduate,No,40450,183239,120,0.0,Semiurban,56,346,0
Female,No,0,Not Graduate,No,78876,352574,360,1.0,Semiurban,25,632,0
Male,No,2,Not Graduate,Yes,77726,444076,360,1.0,Urban,32,820,0
Female,No,2,Not Graduate,No,32937,163572,240,1.0,Rural,26,480,0
Male,No,0,Graduate,No,37311,181125,240,1.0,Semiurban,44,767,1
Male,Yes,1,Graduate,Yes,66908,419424,240,1.0,Semiurban,23,626,0
Female,Yes,2,Not Graduate,Yes,86323,258269,180,1.0,Urban,32,452,0
Male,Yes,3+,Graduate,No,36143,280878,240,1.0,Semiurban,33,337,0
Female,Yes,3+,Graduate,No,37529,367582,180,1.0,Rural,46,769,0
Female,Yes,0,Graduate,No,84622,111913,300,1.0,Semiurban,40,313,0
Female,Yes,0,Not Graduate,Yes,75736,442395,180,1.0,Semiurban,28,553,0
Male,Yes,1,Graduate,Yes,92182,214350,300,1.0,Rural,39,320,0
Female,No,0,Not Graduate,Yes,82673,346357,360,1.0,Urban,38,765,1
Female,Yes,2,Not Graduate,Yes,96262,244481,180,1.0,Rural,34,893,1
Male,No,0,Not Graduate,Yes,35115,388899,120,0.0,Rural,41,493,0
Male,Yes,0,Not Graduate,Yes,41755,325212,240,1.0,Semiurban,33,488,0
Male,No,0,Graduate,No,39038,127997,120,1.0,Rural,34,638,0
Female,No,1,Not Graduate,No,24434,134529,180,1.0,Urban,51,601,0
Female,Yes,3+,Not Graduate,No,82328,444833,300,0.0,Urban,30,528,0
Male,Yes,0,Not Graduate,No,72940,283822,240,1.0,Urban,33,519,0
Female,No,3+,Not Graduate,Yes,26879,174073,240,1.0,Semiurban,26,412,0
Female,No,1,Not Graduate,No,35850,114466,300,1.0,Rural,48,450,0
Female,Yes,0,Not Graduate,Yes,35260,107770,120,1.0,Semiurban,48,651,1
Male,No,1,Not Graduate,No,52234,463956,240,1.0,Rural,47,740,0
Male,No,2,Graduate,No,56442,489309,120,1.0,Urban,27,750,0
Male,Yes,0,Graduate,Yes,43119,227074,240,0.0,Rural,38,609,0
Female,Yes,0,Graduate,No,94414,140737,180,1.0,Urban,32,751,1
Female,Yes,3+,Not Graduate,No,37021,238495,360,1.0,Semiurban,50,655,0
Female,No,2,Graduate,Yes,64950,111493,180,1.0,Rural,34,513,0
Male,No,1,Graduate,Yes,55038,297345,180,0.0,Rural,37,512,0
Male,No,3+,Not Graduate,No,51014,331709,120,1.0,Rural,38,611,0
Male,No,3+,Graduate,Yes,86063,493379,120,1.0,Semiurban,50,484,0
Female,Yes,1,Not Graduate,No,98269,193488,180,1.0,Semiurban,48,758,1
Male,Yes,2,Not Graduate,Yes,20470,139015,180,1.0,Semiurban,52,411,0
Female,Yes,0,Graduate,No,57096,110007,300,1.0,Semiurban,37,332,0
Female,Yes,1,Graduate,Yes,29532,219726,360,1.0,Rural,52,594,0
Male,No,2,Not Graduate,Yes,54698,320504,360,0.0,Semiurban,54,343,0
Male,No,0,Not Graduate,No,69362,79983,360,0.0,Semiurban,41,414,0
Male,Yes,3+,Not Graduate,Yes,52931,391543,360,0.0,Semiurban,47,525,0
Female,No,3+,Not Graduate,No,44727,257048,240,1.0,Urban,56,302,0
Female,No,1,Graduate,Yes,44974,406939,180,1.0,Urban,53,434,0
Male,Yes,1,Not Graduate,Yes,43989,258623,300,1.0,Semiurban,31,626,0
Male,No,0,Graduate,No,46055,119980,180,1.0,Semiurban,48,524,0
Female,No,2,Graduate,Yes,49918,59658,300,1.0,Semiurban,38,837,1
Male,No,0,Not Graduate,Yes,75026,300590,360,1.0,Rural,26,356,0
Male,No,1,Graduate,No,27680,292747,120,1.0,Rural,35,731,0
Male,Yes,2,Not Graduate,No,23266,416155,300,1.0,Rural,59,655,0
Male,No,2,Not Graduate,No,61339,444764,360,1.0,Semiurban,58,686,0
Male,Yes,2,Graduate,No,74545,122489,240,1.0,Rural,51,703,1
Female,No,0,Not Graduate,No,40697,191609,180,1.0,Rural,59,331,0
Female,Yes,3+,Not Graduate,No,36096,143457,180,1.0,Urban,43,775,1
Female,Yes,2,Graduate,No,69980,98021,120,1.0,Semiurban,50,498,0
Female,No,3+,Not Graduate,Yes,50736,51085,180,1.0,Semiurban,27,690,1
Female,Yes,1,Graduate,No,78885,87040,300,1.0,Rural,32,476,0
Male,Yes,3+,Not Graduate,Yes,31723,286085,240,1.0,Semiurban,27,537,0
Male,No,1,Graduate,No,29689,118339,180,0.0,Urban,57,720,0
Female,Yes,3+,Not Graduate,Yes,64220,137606,240,0.0,Urban,44,860,0
Male,No,0,Not Graduate,No,51399,103025,360,0.0,Urban,57,826,0
Female,Yes,0,Not Graduate,No,78348,375909,120,0.0,Urban,37,735,0
Female,Yes,2,Graduate,No,60490,336057,120,1.0,Urban,36,623,0
Male,No,2,Not Graduate,No,48372,482996,360,0.0,Rural,47,616,0
Female,Yes,2,Graduate,Yes,32774,100172,300,0.0,Semiurban,43,879,0
Female,Yes,1,Graduate,Yes,33073,143939,240,1.0,Rural,35,424,0
Male,No,3+,Not Graduate,Yes,80467,255065,360,0.0,Rural,33,872,0
Male,No,1,Not Graduate,No,38120,342093,240,1.0,Semiurban,41,689,0
Female,Yes,2,Not Graduate,No,60195,108535,240,1.0,Semiurban,23,669,1
Female,No,3+,Graduate,Yes,85449,145325,180,0.0,Urban,28,655,0
Male,No,2,Not Graduate,Yes,91826,239680,360,1.0,Rural,22,787,1
Female,No,2,Not Graduate,Yes,41411,58103,300,1.0,Semiurban,27,709,1
Male,Yes,3+,Not Graduate,No,28769,227873,180,1.0,Rural,28,356,0
Female,No,3+,Graduate,Yes,81976,391349,300,1.0,Urban,23,768,1
Female,No,1,Not Graduate,No,74982,286987,300,0.0,Urban,23,737,0
Male,No,1,Not Graduate,No,46495,245302,120,0.0,Urban,52,849,0
Female,Yes,0,Not Graduate,Yes,67485,269562,120,1.0,Rural,28,861,1
Female,No,2,Graduate,Yes,35098,476054,240,0.0,Semiurban,42,869,0
Female,No,3+,Graduate,No,76054,284196,300,1.0,Urban,24,325,0
Male,Yes,1,Graduate,Yes,78184,290428,300,0.0,Urban,57,678,0
Male,No,1,Not Graduate,No,43949,468867,180,1.0,Semiurban,30,860,0
Male,No,0,Graduate,No,57483,120867,360,1.0,Rural,50,879,1
Male,Yes,1,Graduate,No,46725,93183,240,1.0,Rural,46,629,0
Male,No,0,Not Graduate,No,22502,252398,180,1.0,Semiurban,50,846,0
Female,Yes,3+,Graduate,No,30184,193362,120,1.0,Rural,45,828,0
Female,No,2,Not Graduate,Yes,96795,141301,360,1.0,Urban,40,301,0
Female,No,0,Not Graduate,Yes,56482,103776,300,1.0,Rural,51,830,1
Male,No,0,Graduate,Yes,31820,445113,240,1.0,Urban,52,682,0
Male,Yes,3+,Graduate,No,23541,326431,180,1.0,Semiurban,35,644,0
Female,No,3+,Not Graduate,No,48272,360906,120,1.0,Rural,57,407,0
Male,Yes,3+,Graduate,Yes,98625,103138,120,1.0,Rural,59,851,1
Female,No,0,Not Graduate,Yes,50783,203557,120,1.0,Urban,49,477,0
Female,No,0,Graduate,No,99956,329374,240,1.0,Semiurban,57,550,0
Male,Yes,0,Graduate,Yes,59154,287519,120,1.0,Urban,25,478,0
Male,Yes,3+,Graduate,No,81116,362696,120,1.0,Urban,42,881,1
Male,Yes,3+,Not Graduate,No,82835,351266,180,1.0,Semiurban,46,589,0
Male,No,3+,Graduate,Yes,22253,236001,300,0.0,Semiurban,57,368,0
Male,Yes,0,Graduate,Yes,20487,402285,240,1.0,Urban,25,306,0
Female,Yes,0,Graduate,Yes,93797,166831,120,1.0,Rural,52,888,1
Female,Yes,3+,Graduate,No,94597,86066,300,0.0,Semiurban,24,441,0
Female,Yes,3+,Graduate,Yes,30610,461019,240,1.0,Semiurban,34,762,0
Female,Yes,2,Not Graduate,Yes,71679,60133,120,1.0,Semiurban,48,317,0
Female,Yes,0,Not Graduate,No,93898,177651,300,1.0,Semiurban,32,838,1
Male,Yes,0,Graduate,Yes,96051,101503,360,1.0,Urban,53,690,1
Male,No,0,Not Graduate,No,43710,154323,240,1.0,Semiurban,57,434,0
Female,Yes,2,Not Graduate,Yes,85391,227748,120,1.0,Rural,27,833,1
Male,No,3+,Not Graduate,Yes,71706,108324,180,0.0,Semiurban,31,478,0
Male,No,2,Not Graduate,Yes,94227,260017,240,0.0,Semiurban,23,898,0
Female,No,1,Graduate,Yes,31737,467295,360,1.0,Rural,48,659,0
Female,Yes,3+,Not Graduate,Yes,68080,111407,360,1.0,Semiurban,55,569,0
Female,Yes,0,Not Graduate,No,21959,466962,360,1.0,Urban,44,335,0
Female,No,3+,Not Graduate,Yes,48584,235018,360,1.0,Urban,26,456,0
Male,No,3+,Graduate,No,20912,316605,240,0.0,Rural,27,334,0
Female,No,2,Not Graduate,No,55433,248730,300,1.0,Semiurban,22,811,1
Female,Yes,3+,Not Graduate,No,84886,192485,300,1.0,Semiurban,40,360,0
Female,Yes,2,Not Graduate,No,72642,99090,300,1.0,Urban,49,367,0
Female,Yes,1,Graduate,Yes,45349,317002,300,1.0,Urban,26,374,0
Female,Yes,1,Graduate,Yes,54154,462496,120,1.0,Semiurban,54,884,0
Male,No,3+,Not Graduate,No,49395,284354,360,1.0,Rural,30,882,0
Male,Yes,2,Graduate,No,78533,319615,120,1.0,Urban,41,728,1
Male,Yes,0,Graduate,Yes,41296,339684,240,1.0,Semiurban,47,344,0
Male,No,3+,Not Graduate,No,27347,224840,240,0.0,Rural,42,602,0
Male,No,0,Not Graduate,No,60538,104269,360,1.0,Urban,39,869,1
Male,Yes,2,Graduate,No,86398,278108,120,1.0,Urban,34,357,0
Female,Yes,0,Graduate,Yes,58170,441017,240,1.0,Urban,37,776,0
Female,No,2,Graduate,Yes,36335,191388,180,1.0,Rural,30,310,0
Female,No,1,Graduate,Yes,23684,442160,120,0.0,Semiurban,32,782,0
Female,No,1,Graduate,Yes,95515,434448,180,1.0,Rural,50,626,0
Female,No,2,Not Graduate,Yes,80857,160161,240,1.0,Rural,55,832,1
Female,No,3+,Not Graduate,Yes,32443,308756,360,1.0,Semiurban,54,548,0
Male,Yes,1,Graduate,Yes,25914,386399,180,1.0,Urban,33,771,0
Female,Yes,3+,Graduate,Yes,30333,272703,360,0.0,Urban,33,805,0
Male,No,1,Not Graduate,Yes,50122,364716,300,1.0,Semiurban,23,494,0
Male,Yes,0,Graduate,Yes,84950,459898,360,1.0,Semiurban,31,685,0
Female,Yes,0,Graduate,Yes,32789,332271,360,1.0,Urban,43,576,0
Female,Yes,0,Graduate,No,85496,427090,300,1.0,Rural,31,559,0
Male,No,2,Not Graduate,No,20151,410434,300,1.0,Urban,49,779,0
Male,Yes,2,Graduate,No,79100,415760,120,1.0,Semiurban,22,435,0
Male,Yes,1,Graduate,No,42593,433560,300,1.0,Rural,37,371,0
Male,Yes,1,Not Graduate,Yes,96842,151524,120,1.0,Semiurban,31,588,0
Male,Yes,3+,Graduate,No,58067,58259,300,1.0,Rural,40,792,1
Female,No,2,Graduate,Yes,41643,118905,300,1.0,Urban,22,397,0
Female,Yes,0,Graduate,No,39434,162351,300,1.0,Rural,37,504,0
Female,No,0,Not Graduate,Yes,86131,360543,300,1.0,Rural,51,700,1
Female,Yes,1,Not Graduate,Yes,52239,279474,180,1.0,Rural,54,586,0
Female,No,1,Not Graduate,Yes,48163,260889,180,1.0,Urban,30,663,0
Female,No,3+,Graduate,Yes,78853,54085,240,1.0,Urban,37,616,0
Male,No,2,Graduate,No,62991,357670,240,1.0,Urban,47,786,0
Male,No,3+,Not Graduate,No,73106,213910,180,1.0,Rural,39,825,1
Female,Yes,2,Not Graduate,Yes,55648,392282,240,1.0,Urban,42,569,0
Male,No,1,Graduate,Yes,25120,100742,240,1.0,Semiurban,34,558,0
Male,No,2,Not Graduate,No,20468,182891,180,0.0,Semiurban,53,467,0
Male,No,2,Not Graduate,No,23128,74614,300,1.0,Rural,45,566,0
Female,No,2,Not Graduate,No,65956,178092,180,1.0,Rural,58,801,1
Male,No,0,Not Graduate,No,61089,465510,180,0.0,Urban,51,600,0
Female,No,2,Graduate,No,79800,270874,240,1.0,Rural,35,714,1
Male,No,1,Graduate,No,91571,247800,120,1.0,Urban,33,551,0
Male,No,3+,Graduate,No,33964,173097,300,0.0,Urban,24,724,0
Male,Yes,3+,Graduate,Yes,96583,169191,300,1.0,Urban,45,727,1
Male,Yes,2,Not Graduate,No,94532,350282,360,1.0,Semiurban,50,616,0
Female,Yes,3+,Not Graduate,Yes,69274,493329,180,1.0,Semiurban,34,860,0
Male,Yes,2,Not Graduate,Yes,62431,386028,240,1.0,Rural,21,825,0
Male,Yes,0,Graduate,No,34132,381646,240,1.0,Rural,53,395,0
Female,Yes,2,Not Graduate,Yes,34259,262417,300,1.0,Semiurban,29,436,0
Female,Yes,3+,Graduate,No,21493,94387,300,1.0,Semiurban,43,872,1
Male,Yes,0,Not Graduate,No,71675,375709,360,1.0,Urban,23,541,0
Female,No,0,Graduate,Yes,54651,413926,360,1.0,Rural,23,486,0
Female,No,1,Graduate,Yes,35353,279696,120,1.0,Semiurban,56,777,0
Male,No,3+,Graduate,No,30707,91179,180,0.0,Rural,47,661,0
Female,Yes,2,Not Graduate,No,25082,370792,300,1.0,Semiurban,21,379,0
Female,Yes,3+,Graduate,No,71276,464478,240,1.0,Rural,24,355,0
Female,No,3+,Graduate,Yes,74825,151235,240,1.0,Rural,40,784,1
Male,Yes,2,Graduate,No,70530,121748,120,1.0,Rural,47,758,1
Male,No,2,Not Graduate,Yes,28855,382479,240,1.0,Semiurban,37,511,0
Male,Yes,1,Graduate,Yes,23308,199322,300,1.0,Urban,55,817,0
Female,Yes,0,Graduate,Yes,28497,371805,120,1.0,Urban,46,375,0
Female,No,1,Graduate,Yes,80127,366428,240,1.0,Semiurban,44,821,1
Male,Yes,2,Graduate,No,79195,169972,360,0.0,Rural,32,347,0
Male,Yes,0,Not Graduate,No,43586,69017,240,1.0,Rural,47,681,1
Female,No,0,Not Graduate,Yes,24416,300186,360,1.0,Urban,55,805,0
Female,Yes,0,Graduate,No,45578,233496,180,1.0,Semiurban,22,671,0
Female,No,2,Not Graduate,Yes,84781,434890,120,1.0,Rural,49,767,0
Male,Yes,3+,Graduate,No,31473,211090,300,1.0,Urban,55,506,0
Female,Yes,3+,Not Graduate,Yes,83691,162285,180,0.0,Semiurban,37,472,0
Male,No,1,Graduate,Yes,57066,437080,120,0.0,Rural,50,459,0
Female,Yes,2,Graduate,No,31311,381190,120,0.0,Urban,34,369,0
Male,No,3+,Graduate,No,94711,328263,360,1.0,Urban,28,466,0
Male,No,2,Graduate,No,61470,479285,300,1.0,Semiurban,52,448,0
Male,No,1,Not Graduate,No,73724,402349,180,1.0,Rural,33,754,0
Female,Yes,1,Not Graduate,Yes,27730,439808,240,0.0,Urban,50,427,0
Female,No,2,Not Graduate,Yes,49731,409551,180,1.0,Rural,33,399,0
Male,No,1,Graduate,No,70605,230684,120,1.0,Urban,36,739,1
Female,No,3+,Not Graduate,No,71628,78059,360,1.0,Semiurban,47,622,0
Male,Yes,3+,Graduate,Yes,25034,323243,360,1.0,Semiurban,34,429,0
Male,No,0,Not Graduate,Yes,68341,394201,180,1.0,Urban,52,723,0
Male,Yes,2,Not Graduate,No,95558,496296,180,1.0,Rural,22,429,0
Female,No,1,Graduate,Yes,82910,356724,360,1.0,Rural,21,771,1
Male,Yes,2,Graduate,Yes,36618,305796,240,1.0,Rural,24,319,0
Female,No,1,Graduate,No,93008,309071,180,1.0,Urban,30,654,1
Male,No,1,Not Graduate,Yes,74631,101762,180,1.0,Semiurban,23,658,1
Male,Yes,1,Not Graduate,Yes,24555,53318,240,1.0,Rural,35,523,0
Male,No,0,Graduate,No,30263,70443,240,1.0,Urban,21,713,1
Female,No,3+,Not Graduate,Yes,93700,457193,120,1.0,Semiurban,50,527,0
Male,Yes,0,Not Graduate,No,36767,405641,240,0.0,Semiurban,26,692,0
Female,Yes,1,Graduate,No,27740,167078,240,1.0,Semiurban,58,434,0
Female,No,0,Not Graduate,Yes,56075,240632,180,1.0,Semiurban,54,641,0
Male,Yes,0,Graduate,No,62048,267626,180,1.0,Rural,48,753,1
Female,Yes,1,Not Graduate,No,65847,161065,240,1.0,Urban,52,879,1
Female,No,3+,Graduate,Yes,72709,240204,180,1.0,Rural,51,516,0
Male,Yes,3+,Not Graduate,No,99909,206452,360,1.0,Rural,53,583,0
Male,No,1,Graduate,Yes,80739,362653,240,1.0,Urban,42,585,0
Male,Yes,2,Graduate,Yes,22074,390817,240,1.0,Rural,45,816,0
Female,No,3+,Graduate,No,27085,94294,180,1.0,Urban,39,877,1
Male,Yes,0,Not Graduate,No,20025,259361,360,1.0,Urban,45,687,0
Female,No,3+,Graduate,No,51618,496056,120,1.0,Semiurban,35,793,0
Female,No,0,Not Graduate,No,48029,440824,240,1.0,Rural,25,350,0
Female,Yes,0,Not Graduate,No,94683,407193,120,1.0,Rural,57,755,1
Male,Yes,1,Not Graduate,Yes,49292,380716,300,1.0,Semiurban,48,786,0
Female,No,0,Not Graduate,Yes,22452,51946,180,0.0,Rural,48,728,0
Male,No,3+,Not Graduate,No,90706,488306,180,1.0,Urban,31,650,0
Male,No,3+,Graduate,No,40821,380834,120,0.0,Rural,51,839,0
Male,Yes,1,Not Graduate,Yes,93006,449826,300,1.0,Semiurban,41,692,1
Male,No,3+,Graduate,Yes,81955,459002,180,0.0,Urban,23,807,0
Male,No,3+,Not Graduate,No,90441,164546,180,1.0,Urban,58,408,0
Male,Yes,3+,Graduate,Yes,85577,56217,360,1.0,Urban,59,699,1
Male,Yes,3+,Not Graduate,Yes,31454,346576,120,1.0,Urban,54,562,0
Male,Yes,2,Not Graduate,No,70094,256539,240,1.0,Urban,39,820,1
Female,No,0,Graduate,Yes,52968,59244,120,0.0,Rural,30,828,0
Male,Yes,3+,Not Graduate,No,70302,171864,120,1.0,Urban,21,806,1
Female,Yes,2,Graduate,No,79670,495998,120,1.0,Semiurban,49,429,0
Female,No,3+,Graduate,No,60076,213516,120,1.0,Rural,55,595,0
Female,Yes,3+,Not Graduate,No,45008,167452,360,1.0,Urban,25,300,0
Female,No,0,Not Graduate,No,93306,344548,240,1.0,Rural,47,887,1
Female,No,1,Graduate,No,73059,349157,360,0.0,Semiurban,22,454,0
Female,No,0,Not Graduate,Yes,90843,199447,180,1.0,Urban,51,674,1
Female,No,0,Not Graduate,No,38971,432119,300,1.0,Rural,22,592,0
Female,No,3+,Not Graduate,No,87060,311138,120,1.0,Semiurban,59,842,1
Male,No,3+,Not Graduate,Yes,45873,122209,120,0.0,Semiurban,27,792,0
Male,No,3+,Graduate,Yes,56838,196241,120,1.0,Rural,36,766,1
Female,Yes,3+,Graduate,Yes,88834,431545,360,1.0,Rural,48,685,1
Male,Yes,2,Not Graduate,Yes,48377,90197,300,0.0,Rural,54,371,0
Female,No,2,Not Graduate,Yes,40040,55510,300,1.0,Rural,35,851,1
Male,Yes,3+,Graduate,No,93243,345425,360,1.0,Urban,59,337,0
Male,No,2,Not Graduate,Yes,97145,248889,180,1.0,Semiurban,21,573,0
Female,No,2,Not Graduate,Yes,44886,163774,300,1.0,Urban,39,527,0
Female,No,0,Not Graduate,Yes,44500,262416,240,0.0,Rural,59,534,0
Female,Yes,2,Graduate,Yes,38213,132612,240,0.0,Rural,31,886,0
Male,Yes,3+,Graduate,No,21882,218340,300,1.0,Semiurban,41,438,0
Female,Yes,2,Graduate,Yes,64230,155256,240,0.0,Semiurban,38,647,0
Female,No,1,Not Graduate,No,40392,313873,120,1.0,Rural,36,430,0
Female,No,0,Not Graduate,Yes,87926,353134,120,0.0,Urban,50,846,0
Female,No,0,Graduate,Yes,33696,461679,240,1.0,Semiurban,41,741,0
Female,No,2,Not Graduate,No,70821,80486,240,1.0,Rural,48,548,0
Female,No,2,Not Graduate,Yes,60546,197145,300,1.0,Urban,41,348,0
Male,No,3+,Graduate,No,68954,168999,240,1.0,Rural,59,391,0
Female,Yes,3+,Graduate,No,29017,310666,120,1.0,Urban,39,445,0
Female,No,1,Not Graduate,No,57324,289908,180,1.0,Rural,52,543,0
Female,Yes,3+,Not Graduate,Yes,70083,444858,240,1.0,Semiurban,44,831,0
Female,No,2,Not Graduate,Yes,47275,463558,360,1.0,Rural,52,371,0
Female,No,1,Not Graduate,Yes,89991,397847,240,1.0,Rural,55,646,0
Male,Yes,3+,Graduate,Yes,62362,139510,300,1.0,Semiurban,29,508,0
Female,No,0,Not Graduate,Yes,49001,68329,300,1.0,Rural,32,327,0
Male,Yes,2,Not Graduate,No,22465,454621,180,0.0,Semiurban,32,671,0
Male,No,3+,Graduate,Yes,33479,474255,360,1.0,Semiurban,39,722,0
Female,Yes,2,Graduate,No,58127,162673,300,0.0,Rural,40,875,0
Female,Yes,3+,Not Graduate,Yes,52001,70991,360,0.0,Urban,21,604,0
Male,No,0,Not Graduate,Yes,89721,356269,300,1.0,Semiurban,55,495,0
Male,Yes,2,Not Graduate,No,82877,314941,300,1.0,Urban,54,812,1
Male,No,3+,Graduate,Yes,32717,449975,120,1.0,Semiurban,44,448,0
Male,No,2,Graduate,Yes,67319,308909,240,0.0,Rural,32,709,0
Male,Yes,3+,Not Graduate,No,56352,392154,120,1.0,Urban,53,866,0
Male,Yes,1,Not Graduate,No,28091,403875,300,0.0,Semiurban,31,302,0
Female,Yes,2,Not Graduate,No,73273,54406,300,0.0,Semiurban,32,855,0
Female,Yes,1,Not Graduate,No,62974,116799,240,1.0,Rural,59,423,0
Female,Yes,3+,Graduate,No,26996,401004,180,1.0,Urban,57,588,0
Male,No,0,Not Graduate,No,57446,130716,120,1.0,Urban,43,454,0
Male,Yes,1,Graduate,No,78533,142758,300,1.0,Urban,27,386,0
Male,No,0,Not Graduate,Yes,46168,388448,300,0.0,Semiurban,25,721,0
Female,Yes,2,Graduate,No,48551,142028,240,1.0,Semiurban,58,589,0
Male,No,0,Not Graduate,Yes,28812,117277,300,1.0,Rural,31,605,0
Male,No,1,Not Graduate,Yes,36347,56068,300,1.0,Semiurban,47,590,0
Male,Yes,3+,Not Graduate,Yes,98488,261250,240,0.0,Urban,34,748,0
Female,No,1,Not Graduate,No,69663,336564,120,1.0,Rural,40,879,1
Male,Yes,0,Not Graduate,Yes,34083,379241,360,0.0,Urban,59,607,0
Male,Yes,0,Not Graduate,No,58620,457509,240,1.0,Semiurban,44,393,0
Female,No,0,Graduate,Yes,35419,343058,300,1.0,Semiurban,37,496,0
Female,No,3+,Graduate,No,55419,390398,360,0.0,Urban,37,597,0
Male,Yes,2,Not Graduate,No,31646,144771,180,1.0,Semiurban,29,362,0
Male,Yes,3+,Not Graduate,No,69504,203196,300,1.0,Semiurban,42,437,0
Female,Yes,0,Not Graduate,Yes,65615,186782,120,1.0,Rural,43,421,0
Female,Yes,1,Not Graduate,No,70674,79265,360,1.0,Urban,24,883,1
Female,Yes,0,Not Graduate,Yes,55493,486038,120,1.0,Rural,36,540,0
Male,Yes,1,Not Graduate,No,42878,158569,240,1.0,Semiurban,46,827,1
Male,No,2,Not Graduate,Yes,39964,251901,180,1.0,Rural,23,630,0
